Genes,E3_0,E3_1,E3_2,E4_0,E4_1,E4_2
LINC00657,96.4455,100.548,98.831,96.763,96.7442,97.0515
LINC00658,0,0,0,0,0,0
LINC00659,0,0.270602,0,0,0,0
LINC00661,0,0,0.0571831,0,0,0
LINC00662,0.687777,0.756817,1.01983,1.0741,1.04539,0.876674
LINC00663,1.54943,1.93536,2.19398,2.1516,2.29141,3.07218
LINC00665,7.39114,6.40166,8.32555,6.8607,5.98772,6.34073
LINC00667,6.83223,7.35923,7.32458,8.73128,9.16583,9.37309
LINC00668,0.117293,0.0645334,0.231893,0.192335,0.237706,0.116283
LINC00669,0,0,0,0,0,0
LINC00670,0.86933,0.915004,0.747264,0.702425,0.919196,0.562073
LINC00671,0.165969,0.18263,0.109377,0.181436,0.0560591,0.164541
LINC00672,0.546465,0.658589,0.668812,0.682731,0.949261,1.10932
LINC00673,0.707206,0.486373,0.742783,0.386555,0.313519,0.30674
LINC00674,5.39482,6.08182,6.30477,7.30648,7.64319,6.64249
LINC00675,0.0684118,0,0.0676268,0,0,0
LINC00684,0,0,0,0,0,0
LINC00685,0,0,0,0,0,0
LINC00689,0.0953194,0.104888,0.0942256,0.0260505,0.0241469,0.0472495
LINC00691,0.0890947,0.147057,0.176145,0,0,0.0441639
LINC00692,0,0,0,0,0.253036,0
LINC00693,0.187699,0.275387,0.37109,0.136794,0.0633987,0.186084
LINC00696,0.515852,0.603112,0.478062,0.458188,0.653394,0.639266
LINC00698,0,0,0,0,0,0
LINC00700,0.335537,0.527456,0.142151,0.262004,0.145715,0.285128
LINC00701,0,0,0,0,0,0.0169769
LINC00704,0.0762224,0.0838737,0.150695,0.499953,0.308946,0.0755664
LINC00705,0,0,0,0,0,0
LINC00707,0.126669,0.104538,0.125216,0.0692367,0.160443,0.0941843
LINC00710,0,0,0,0,0.126337,0
LINC00837,0.0952944,0.0262151,0,0,0,0
LINC00838,0,0,0.0651528,0.0720512,0.066786,0
LINC00839,0.302194,0.475041,0.128026,0.283162,0.218725,0.171196
LINC00840,0,0,0,0.0560397,0,0
LINC00841,0,0,0,0,0,0
LINC00842,1.2223,1.27027,1.47678,1.52179,1.23856,1.41374
LINC00847,7.51032,7.91317,8.5967,8.56015,8.05216,8.56528
LINC00851,0,0,0,0,0,0
LINC00852,0.645546,0.887934,0.797673,0.441065,0.654135,0.71999
LINC00853,0,0,0.195882,0,0.200793,0
LINC00854,0.356902,0.785457,0.352806,0.260108,0.84385,0.707661
LINC00856,0,0,0,0,0,0
LINC00857,0.278204,0.357152,0.275011,0.456194,0.328889,0.551618
LINC00858,0.073158,0.201254,0.144637,0.279914,0.111197,0.217585
LINGO1,15.4366,16.1076,15.6212,15.384,17.4961,20.5479
LINGO2,0.461176,0.439795,0.911758,0.974694,0.591928,0.975374
LINGO3,0.235565,0,0.0931449,0,0.0954798,0
LINGO4,0,0,0,0,0,0
LINS,3.65671,3.76417,2.99285,3.3957,3.26709,3.19644
LIPA,15.9443,17.3797,15.2891,21.3673,21.6761,18.3734
LIPC,0,0,0,0.0708375,0.131322,0.0642412
LIPE,1.46153,1.33096,1.44476,1.73547,1.2001,1.72376
LIPF,0,0,0,0.0868127,0,0
LIPG,1.10666,1.167,0.501397,1.13417,0.911121,1.37141
LIPH,0,0.0439903,0,0,0,0.0792665
LIPI,0,0,0.0626688,0.0693042,0.12848,0
LIPJ,0,0,0,0,0,0
LIPK,0,0,0,0,0,0
LIPM,0,0,0,0,0,0
LIPN,0,0,0,0,0,0
LIPT1,2.35235,2.1032,2.70655,2.37072,2.22691,2.5188
LIPT2,2.63802,2.90283,3.79309,2.62169,2.18709,2.85307
LITAF,29.5422,29.5498,31.2213,32.339,34.9651,34.8837
LIX1,1.06133,0.849356,0.763017,0.527378,0.513282,0.62175
LIX1L,24.3245,22.3468,25.094,20.7097,19.8106,20.6594
LLGL1,27.434,27.9518,26.2711,26.0412,23.612,25.4967
LLGL2,5.44373,5.84073,5.86138,7.67426,7.2692,7.69033
LLPH,16.8307,12.6095,14.8676,16.9311,14.3331,13.4019
LMAN1,54.4638,55.6163,52.4628,60.6537,67.9823,59.1458
LMAN1L,0,0,0,0.0647388,0,0
LMAN2,78.6359,75.9816,80.1024,76.0333,77.0279,87.7938
LMAN2L,15.9689,15.6238,18.0397,20.2905,16.9613,18.7156
LMBR1,6.97362,6.37339,6.31913,6.86114,6.69345,6.79838
LMBR1L,18.1491,16.0981,18.1504,16.4564,15.2968,17.6986
LMBRD1,10.2217,10.0613,10.1044,11.5986,14.9029,12.1861
LMBRD2,2.60342,2.83183,2.30732,3.533,4.03289,3.11502
LMCD1,53.4863,49.9161,54.7483,70.7871,70.4212,81.0087
LMCD1-AS1,0.326908,0.256945,0.0461652,0.15316,0.141967,0.462992
LMF1,16.2831,18.871,19.6724,17.4434,16.0568,20.5402
LMF2,38.7633,40.5697,37.0824,39.1033,39.663,46.6191
LMLN,1.63432,1.6668,1.79146,1.68525,1.61635,1.28201
LMNA,79.5362,75.1544,81.0667,90.9177,91.0116,111.716
LMNB1,37.0209,34.2413,32.5398,25.8455,26.2633,21.4722
LMNB2,45.2429,41.7757,45.9969,34.7755,30.1627,35.7531
LMO1,0,0,0.469792,0,0,0.117787
LMO2,0.0652092,0.143519,0,1.28481,2.26964,1.42243
LMO3,0.268927,0.16514,0.279494,0.890695,0.859202,1.08835
LMO4,9.70228,10.1386,9.52194,9.70984,9.3893,9.89558
LMO7,2.27181,2.76896,2.59024,2.12599,1.97517,2.30633
LMOD1,4.72773,4.72454,5.53187,8.51715,7.57701,8.77624
LMOD2,0,0.102673,0.0461178,0.0510007,0,0
LMOD3,0.489381,0.205145,0.299474,0.45856,0.401436,0.438963
LMTK2,3.74935,4.70857,3.97326,3.50835,3.44141,3.71708
LMTK3,1.23748,0.900815,1.148,0.416245,0.752364,0.679473
LMX1A,0,0.0316805,0.0284601,0,0,0.0285427
LMX1B,0.635333,0.483985,0.821298,0.302723,0.19806,0.209929
LNP1,2.65961,2.82738,3.03014,2.85818,3.06042,3.12831
LNPEP,3.7575,4.40482,3.42655,4.20761,4.57952,3.59594
LNX1,1.03102,0.758101,1.01917,0.956423,0.696477,1.14611
LNX1-AS1,0,0,0,0,0,0
LNX1-AS2,0.0516123,0.0567932,0.35714,0.451376,0.261495,0
LNX2,3.96638,4.27768,4.25248,3.99085,4.29909,4.53871
LOC100009676,2.00504,1.74182,2.78179,2.07652,2.17429,2.51088
LOC100093631,0.0166252,0.017949,0.0161014,0.0177429,0.0164187,0.0161712
LOC100093698,0,0,0,0,0,0
LOC100126784,0.128381,0.254283,0.355343,0.308759,0.442304,0.152732
LOC100127888,0,0.163761,0.147114,0.0813452,0,0.0737705
LOC100127983,8.65028,5.87569,6.12295,6.07077,9.30644,5.92897
LOC100128054,0.678033,0.828994,0.521307,0.905933,0.916071,1.3444
LOC100128076,0.0501859,0.276118,0,0.0548627,0,0
LOC100128164,0,0.0342853,0.0770055,0.0510918,0.0315722,0.0619137
LOC100128176,0,0,0.0477875,0,0,0.0479262
LOC100128239,0,0,0.0428177,0,0.087782,0.0858839
LOC100128252,13.1993,12.2158,13.5552,0,0.0751522,0.147057
LOC100128264,0.218068,0.199965,0.179638,0.0397317,0.257798,0.18016
LOC100128288,1.5084,1.24486,2.00366,2.31886,1.71953,0.981369
LOC100128338,1.43314,0.946199,0.92085,1.52752,1.19807,1.0656
LOC100128361,0.596508,0.525109,0.904149,0.521676,0.64474,0.591374
LOC100128398,1.87574,2.24094,2.59589,2.40205,1.955,1.7002
LOC100128420,0,0,0,0,0,0
LOC100128505,0,0,0,0,0,0
LOC100128531,2.00406,1.81608,2.33067,1.54646,1.91127,1.98682
LOC100128554,0,0,0,0,0,0
LOC100128568,0,0.229045,0,0,0,0
LOC100128573,0.563592,2.17058,2.2285,2.15639,1.99882,1.39685
LOC100128593,0.653943,0.479725,0.359133,0.317726,0.441762,0.504245
LOC100128675,0.826316,0.937988,1.26396,1.40712,0.72285,0.767445
LOC100128682,0.554848,0.385607,0.66395,0.510782,0.503048,0.579024
LOC100128714,0.205864,0.0566322,0.0508754,0,0,0.0510231
LOC100128750,0.257139,0.565902,0.889659,0.843305,0.52112,0.637315
LOC100128770,0.190669,0.209808,0.219894,0.173698,0.128804,0.189028
LOC100128787,0,0,0,0,0,0
LOC100128822,1.78733,2.54037,1.54596,2.11671,1.73564,2.58408
LOC100128881,2.57711,2.7069,2.83703,2.49712,3.4423,3.19366
LOC100128946,0,0,0,0,0,0
LOC100128993,0,0,0,0,0,0
LOC100129027,0,0.147657,0.0795885,0.0293384,0,0.0266065
LOC100129034,25.2323,23.866,25.7247,24.5568,22.612,26.0118
LOC100129046,0.801614,1.24962,0.85845,0.80329,0.744589,1.12585
LOC100129055,0.0352991,0,0,0,0,0
LOC100129083,0,0.37974,0.852846,0,0.174845,0
LOC100129138,0.27071,0.397179,0.178402,0.197291,0.365748,0.26838
LOC100129148,23.6517,22.9183,26.8698,21.2249,24.324,27.6478
LOC100129175,0,0,0,0,0,0
LOC100129213,0.0514952,0.0566644,0.152713,0.112588,0.156541,0.051052
LOC100129216,2.53227,0,0,0,0,2.51047
LOC100129250,7.07409,8.79637,8.81716,11.4319,6.23031,11.892
LOC100129269,4.94931,3.65563,5.09358,4.59525,3.98465,4.70507
LOC100129316,0.0179931,0,0,0.0196698,0,0
LOC100129345,0,0,0,0,0,0
LOC100129361,8.7327,8.63975,7.81956,5.86488,6.09104,6.34757
LOC100129427,0,0,0,0,0,0
LOC100129480,1.23644,0.453519,0.509272,0.450554,0.104408,0.71505
LOC100129518,0.539669,0.527859,0.296375,0.458858,0.243044,0.356683
LOC100129520,0,0,0,0,0,0
LOC100129534,0.754713,1.17243,1.31656,0.72798,1.07965,1.3644
LOC100129550,1.79962,2.22562,2.18829,2.07179,1.80743,1.72098
LOC100129617,0.158532,0.0581484,0.20895,0.173305,0.160641,0
LOC100129620,0,0,0,0,0.039298,0
LOC100129636,0,0,0,0,0,0
LOC100129722,0.424225,0.333435,0.419357,0.0662512,0.307049,0.180246
LOC100129726,1.13322,0.415659,0.497874,0.75706,0.574149,0.811394
LOC100129794,2.43639,1.72348,2.06437,1.45855,1.76343,2.12787
LOC100129858,0.150143,0.550714,0.593679,0.164134,0.456421,0.496169
LOC100129917,7.50655,8.50643,6.46033,6.77456,6.01811,5.58856
LOC100129924,0,0,0.460159,0.25444,0.117923,0.115374
LOC100129931,10.0388,10.827,10.5808,8.57592,9.00464,8.85387
LOC100129935,0.223059,0.429538,0.2205,0.0609615,0.508561,0.165855
LOC100129961,0.9063,0.831063,0.44795,1.5687,0.765298,1.12313
LOC100130000,0.653552,1.11142,0.822249,0.974259,1.02347,1.11915
LOC100130015,2.39235,2.29021,1.99395,2.94457,1.94333,1.75931
LOC100130075,0,0,0,0,0.107582,0
LOC100130093,1.80507,1.9371,2.14203,1.82589,0.888705,1.68815
LOC100130155,0,0.138145,0,0,0,0
LOC100130231,0.141532,0.0973373,0.104931,0.0773608,0.0717077,0.0175393
LOC100130238,0.0494238,0.0271925,0.122142,0.108059,0.100163,0.146995
LOC100130264,0.0572414,0,0.113169,0,0.174009,0
LOC100130275,0.082452,0.181457,0.163012,0.0901356,0.0835489,0
LOC100130298,0,0,0,0,0,0
LOC100130301,0.504136,0,0.996702,1.92891,0.255422,0.499797
LOC100130331,0.155356,0.170951,0.215003,0.169834,0.188908,0.308039
LOC100130348,0.381167,0.419429,0,0,0.386238,0
LOC100130357,0.561485,0.475267,0.725823,0.377729,0.656486,0.513833
LOC100130370,0,0.177082,0,0.175925,0.163069,0.319086
LOC100130417,8.05135,9.20031,10.1018,7.44755,6.90332,4.91204
LOC100130451,1.78827,2.09896,1.82667,1.75942,2.29527,1.18192
LOC100130452,0.299454,0,0,0,0,0
LOC100130476,0.97952,0.340372,0.509621,0.619937,0.574635,0.20444
LOC100130480,0.226874,0,0,0.496033,0,0
LOC100130539,0,0,0,0,0,0
LOC100130557,1.09716,1.17376,1.23521,1.13277,1.42058,0.966864
LOC100130581,0.715859,0.9745,1.07556,1.11352,0.906486,0.731461
LOC100130673,0,0,0,0,0,0.0645638
LOC100130691,0.907385,0.898623,0.914912,0.833232,0.790733,0.647694
LOC100130700,0,0,0,0,0,0
LOC100130705,0.933134,0.971301,1.02215,0.909812,0.99666,1.07512
LOC100130744,1.59146,1.8763,1.94776,1.20127,1.34386,1.76559
LOC100130776,3.48638,2.78323,3.31122,3.28815,2.9786,3.59192
LOC100130849,0.50274,0,0.248486,0,0.509429,0
LOC100130855,1.01602,0.723418,0.5908,0.784024,1.21122,0.888772
LOC100130872,0.361043,0.215354,0.525957,0.228504,0.211806,0.301419
LOC100130880,0,0,0,0,0,0
LOC100130894,0.358843,0.740371,0.532088,0.490355,0.499974,0.578102
LOC100130899,0.359306,0.494217,0.421779,0.34369,0.318575,0.244897
LOC100130950,1.13108,1.37564,1.2358,1.04125,0.482582,0.590184
LOC100130954,0.435335,0.348387,0.234728,0.129787,0.320818,0.235409
LOC100130964,0,0,0,0,0,0.283774
LOC100130987,0.70145,1.23498,2.63492,0.920181,1.42156,1.80807
LOC100130992,0.0434143,0.0159241,0.0429161,0.11074,0.117312,0.100428
LOC100131047,0,0,0,0,0,0.0468291
LOC100131060,0.229507,0,0,0,0,0
LOC100131067,4.56075,4.44811,4.46039,4.13696,4.03103,3.55889
LOC100131089,2.463,1.29675,0.654382,2.1944,1.57944,2.28386
LOC100131094,1.32956,1.56753,1.40818,1.07279,1.34725,1.56919
LOC100131096,1.64244,1.6065,1.50333,1.5295,1.88003,1.6283
LOC100131138,0,0.63734,0,0,0,0.574214
LOC100131234,0,0.249026,0,0,0,0.224361
LOC100131257,1.25196,1.74725,1.52651,1.45924,1.87862,1.24551
LOC100131289,0.43568,0.319609,0.14356,0.63504,1.17727,0.719883
LOC100131320,0,0,0,0,0,0.039879
LOC100131347,0.302338,0.712901,0.46965,0.472161,0.393892,0.599472
LOC100131434,1.27095,1.16544,0.96321,1.29676,0.944427,1.26001
LOC100131496,0.177146,0.341125,0.26267,0.193654,0.0897516,0.0439054
LOC100131551,0.581573,0.462188,0.574899,0.211923,0.0982184,0.320315
LOC100131564,5.04926,5.66045,4.75698,4.35364,5.50076,4.65328
LOC100131626,5.3691,4.42354,5.55156,6.98986,8.28727,5.44378
LOC100131635,0,0,0,0,0,0
LOC100131655,1.24697,0.73181,0.986129,1.18142,0.758136,0.824159
LOC100131691,1.4357,1.49667,1.41922,1.40428,0.957103,1.23606
LOC100131726,0,0,0,0,0.0963191,0
LOC100131825,0.499334,0.420173,0.551675,4.97701,4.91095,5.47452
LOC100132077,2.45621,3.5187,2.93195,3.24239,3.33417,3.26208
LOC100132078,0.0761651,0.0419053,0,0.0832629,0.115768,0.0755096
LOC100132111,0,0.178986,0,0.889078,0.659287,0.161258
LOC100132146,0,0,0,0,0,0
LOC100132215,1.34857,1.12779,1.1198,1.00248,1.31185,1.4974
LOC100132247,0.527711,0.414774,0.621019,0.384592,0.611122,0.597908
LOC100132273,6.23943,6.11053,5.18098,6.207,4.55216,4.94859
LOC100132287,0.000393698,0.000429593,0.000385923,0,0.000397032,0.000387043
LOC100132352,3.68817,3.87392,3.72871,4.49004,4.07699,4.23814
LOC100132354,0.174676,0.0480525,0,0.0477384,0,0
LOC100132356,2.23806,1.38923,1.75855,2.44662,2.61673,1.70677
LOC100132707,0.903719,0.94523,0.426515,1.06046,0.427307,0.694164
LOC100132735,0.33283,0,0.411264,0.272885,0.590202,0.329966
LOC100132741,0.10543,0,0.208439,0,0.106832,0
LOC100132781,0,0,0.0463799,0.102581,0.0475425,0
LOC100132831,0.204358,0,0,0.0558505,0,0
LOC100132832,1.53516,1.68927,2.06555,1.3519,2.03091,1.56423
LOC100132891,0.158726,0.152182,0.195153,0.174246,0.252746,0.314941
LOC100133050,0.54674,0.401082,0,0.597691,0.369343,0
LOC100133091,0.950671,1.32774,1.3735,0.95932,1.03742,0.978739
LOC100133123,0.240708,0,0,0,0,0
LOC100133161,0.102916,0.0679481,0.122082,0.0675039,0.020857,0.020406
LOC100133286,0,0,0,0,0,0.0884056
LOC100133315,0.696957,0.958648,0.516719,0.761906,1.05934,0.518219
LOC100133331,0.0665198,0.048654,0.0437082,0,0.0221979,0.043835
LOC100133445,0,0,0,0.130567,0,0
LOC100133461,0,0,0,0,0,0
LOC100133612,0.207629,0.171354,0.410493,0.397212,0.315588,0.308764
LOC100133669,0.545645,0.400279,1.07877,1.59065,1.65871,1.80316
LOC100133920,0,0,0,0,0,0
LOC100133957,1.70502,1.3792,3.22795,3.39753,2.0835,3.4917
LOC100133985,0.594469,0.218048,0.391765,0.649867,0,0.392902
LOC100134229,0.708956,1.14724,0.989393,1.04856,1.18323,0.909576
LOC100134259,0.450735,0.49598,0.445563,0.295643,0.365385,0.446856
LOC100134317,0,0.253448,0.227684,0,0,0
LOC100134368,0.663618,0.292093,0.656003,0.798006,0.672447,0.723697
LOC100134868,1.47833,2.14432,1.59421,0.293835,0.340454,0.799421
LOC100144595,0.630764,0.694081,0.748231,0.459696,0.724377,0.333512
LOC100144597,0,0,0,0,0,0
LOC100144602,0.0932006,0.102556,0,0.203772,0,0
LOC100144603,0.428077,0.706572,0.84633,0.467969,0.433772,1.06098
LOC100144604,0,0,0,0,0,0
LOC100169752,0,0,0,0,0,0
LOC100188947,1.4391,1.94899,1.8603,0.726094,2.13128,1.42671
LOC100190940,0.120732,0.431767,0.298366,0.164979,0.152923,0.359079
LOC100190986,4.88766,7.0366,6.84473,6.67892,8.08938,5.49167
LOC100192426,0,0,0,0,0,0
LOC100216479,1.6775,1.99657,1.55671,1.60958,1.90798,1.83276
LOC100216545,1.01562,1.02934,1.26817,0.81809,1.24579,0.609427
LOC100216546,1.26104,1.4093,1.34395,1.217,1.31775,1.25018
LOC100233156,0,0,0,0,0,0
LOC100240734,0.31504,0.346664,0,0.344398,0.319231,0.624657
LOC100240735,1.81023,1.5651,1.78945,1.41351,0.786133,0.640945
LOC100268168,1.94547,1.47283,1.21793,2.01386,2.20828,2.197
LOC100270679,0,0,0,0,0,0
LOC100270746,0.860973,0.541371,0.729509,1.07567,1.12169,2.07294
LOC100270804,2.0019,1.70721,1.68209,1.20365,2.02854,2.18314
LOC100271702,0,0.0464874,0,0,0,0
LOC100271722,0.387136,0.354998,0.446475,0.493748,0.588429,0.511739
LOC100271832,0,0.168171,0.075538,0,0,0
LOC100271836,0.131068,0.185432,0.185092,0.163751,0.227678,0.204192
LOC100272216,0.14754,0.216468,0.388926,0.215053,0.149503,0.243784
LOC100272217,0.794737,0.925956,0.462128,0.919904,1.08954,1.20502
LOC100272228,2.28576,1.87802,2.13902,2.19892,1.54411,1.20858
LOC100286793,0.18302,0.402783,0.180919,0.300112,0.185455,0.0907222
LOC100286922,0,0,0,0,0,0
LOC100287010,0,0,0,0,0,0
LOC100287015,1.48226,2.08412,2.15717,1.2603,1.5437,1.38786
LOC100287036,0.0905967,0,0.0895571,0,0.091802,0
LOC100287042,0.910164,1.21018,0.974696,1.20227,0.883845,1.16551
LOC100287072,0,0,0.0925208,0,0.04742,0.185579
LOC100287177,0.629477,1.10826,0.995606,1.5139,1.40327,1.87218
LOC100287225,0.0608311,0.234281,0.210466,0.394683,0.246562,0.120615
LOC100287314,0.482902,0.885627,1.0608,0.938495,0.598066,0.957492
LOC100287534,0,0,0,0,0,0
LOC100287632,0,0,0,0,0,0
LOC100287792,0.570687,0.418649,0.799196,0.363924,0.67466,0.70722
LOC100287834,0,0,0,0,0,0
LOC100287846,0.274542,0.362521,0.461365,0.150063,0.306014,0.244961
LOC100287879,0.329963,0.103739,0.186387,0.0515303,0.238823,0.327123
LOC100287944,0.247938,0,0.245093,0,0,0
LOC100288069,4.35249,5.21703,5.30135,4.84307,3.93786,4.5462
LOC100288079,0,0,0.193768,0,0.397251,0.388661
LOC100288122,0,0,0,0,0,0.0458511
LOC100288123,1.27523,1.20278,0.960453,0.995761,0.553797,0.541823
LOC100288181,0.0165651,0,0,0.0362176,0.0167855,0.0328451
LOC100288198,0.683365,0.608732,0.418181,0.6759,0.659483,0.742006
LOC100288346,8.89802,10.5745,8.26816,8.36541,12.4426,10.9386
LOC100288432,1.02323,0.750626,1.01148,0.37286,1.38245,1.6907
LOC100288524,0,0,0,0,0,0
LOC100288570,0,0,0,0,0,0
LOC100288637,1.48092,1.4329,1.48858,0.876945,0.776942,0.97363
LOC100288748,0.320965,0.706368,0.634563,0.350875,0.418159,0.272745
LOC100288778,2.85354,2.94373,2.99709,2.24211,2.8915,3.00579
LOC100288814,0.205326,0.451874,0.20297,0,0,0
LOC100288842,0.955234,0.26278,1.18034,0.522126,0.967942,2.13078
LOC100288846,0.314119,0.345651,0.310514,0.515087,0.397873,0.778539
LOC100288911,5.83836,4.08827,5.42159,4.83518,5.01967,4.38494
LOC100288966,0,0,0,0,0,0
LOC100288974,0.88382,0.373318,0.40185,0.161341,0.817011,0.635053
LOC100289019,1.59677,1.64724,2.31835,1.88195,2.12365,1.60777
LOC100289092,3.54298,1.58502,4.79981,3.66257,2.52292,1.93756
LOC100289137,0.221077,0.202724,0.10927,0.483359,0.410701,0.474878
LOC100289187,2.49644,3.07648,1.48062,0.650067,0.809223,0.68656
LOC100289230,1.19383,1.31367,0.804635,1.42373,0.879792,1.66774
LOC100289341,1.41427,1.0774,1.23673,1.96232,1.37797,1.9953
LOC100289361,1.08038,1.18883,0.640789,1.18106,1.09475,0.856866
LOC100289473,1.50158,2.20308,0.65971,1.8239,1.52156,1.15784
LOC100289495,0.245052,0.512336,0.339135,0.42862,0.471792,0.364414
LOC100289509,0.355041,0.781361,0.116989,0.129376,0.239843,0.117328
LOC100289511,0.887114,0.488082,1.90002,0.646523,0.824007,1.24593
LOC100289561,0.436246,7.99E-05,1.19112,0.602664,0.000136707,0.725166
LOC100289650,0,0,0,0,0,0
LOC100289656,0,0,0,0,0,0.260082
LOC100289673,0,0,0,0,0.086535,0
LOC100292680,0.177927,0.146841,0.263828,0.194508,0.405663,0.176396
LOC100294145,3.72331,3.72567,3.52616,4.10011,3.93114,3.90121
LOC100294362,1.8444,1.88662,2.00299,1.59031,1.3688,1.15893
LOC100302640,0.680623,0,0.448541,0.992066,0.229893,1.12461
LOC100303749,0,0,0,0,0,0
LOC100335030,0.429849,0.371642,0.24281,0.134259,0.093336,0.365271
LOC100379224,6.78487,4.87184,6.08178,4.96572,4.77764,4.2183
LOC100422737,0,0,0,0,0,0
LOC100498859,3.70468,2.03828,2.89922,6.58112,6.88228,5.35616
LOC100499183,0.344707,0.758619,0.681503,0.25122,0.232862,0.34174
LOC100499194,0,0,0,0.0469703,0,0
LOC100499227,0,0,0,0,0,0
LOC100499405,0.080131,0.132262,0.118817,0.131397,0,0.0794413
LOC100499484,0.222118,0.103093,0.0417439,0.39853,0.192411,0.20501
LOC100499484-C9ORF174,1.08596,1.37898,1.63897,1.65651,1.11172,1.51496
LOC100499489,1.14373,0.737765,1.40351,2.02637,2.15804,1.48578
LOC100500773,0,0,0,0,0.0792319,0
LOC100505474,0,0,0,0,0,0
LOC100505478,0,0,0,0,0.174183,0
LOC100505495,0.388826,0.213929,0.35691,0.303615,0.393999,0.38548
LOC100505540,0,0,0,0,0,0
LOC100505545,0,0,0,0,0,0
LOC100505549,1.63303,1.57233,1.61429,1.17154,1.34449,1.87194
LOC100505619,0,0,0,0,0,0
LOC100505622,0,0,0,0,0,0
LOC100505624,7.11342,4.85303,7.31306,5.59894,5.47812,5.35967
LOC100505633,0,0.320499,0.287919,3.60858,2.45947,2.50254
LOC100505648,4.48039,3.85837,4.14013,3.62019,3.05956,3.47621
LOC100505658,0,0,0,0,0,0
LOC100505659,0.0698325,0.384212,0.207093,0.458041,0.212285,0.346157
LOC100505666,1.01507,1.01535,0.70612,1.00871,0.526415,0.579412
LOC100505676,0.108994,0.0479741,0.129292,0.095321,0.132533,0.129667
LOC100505679,6.76653,4.73821,5.16868,7.06086,4.0516,8.2329
LOC100505687,4.84999,5.62429,5.16412,7.71079,11.3806,8.21422
LOC100505695,0.926296,1.04217,0.468114,0.517679,0.521447,0.306103
LOC100505702,0.164499,0.181011,0.0696781,0.0770556,0.352298,0.163083
LOC100505715,1.27869,1.3568,1.53488,0.14977,0.138826,0.181098
LOC100505716,0.285643,0.157158,0,0.104087,0.192962,0.0471974
LOC100505718,0,0,0,0,0,0
LOC100505738,0.806098,0.525639,0.855873,0,0,0
LOC100505761,2.97513,2.35171,2.51818,2.69719,2.66559,3.59045
LOC100505768,0,0,0,0,0,0
LOC100505776,0.180493,0.31778,0.178422,0.197313,0.256053,0.250517
LOC100505782,0.0927819,0,0,0,0.0940163,0
LOC100505783,2.49196,3.62974,3.04366,3.04258,3.26869,4.06875
LOC100505795,0,0.0567609,0,0,0,0.051139
LOC100505806,25.8771,25.8295,27.7468,34.8583,33.6006,36.7994
LOC100505812,1.90857,1.70283,1.78469,2.42477,1.82942,1.63645
LOC100505817,1.11956,1.3346,1.38339,0.917915,0.661763,1.01743
LOC100505835,0,0,0,0,0,0.103157
LOC100505839,0,0.10978,0.197241,0.0545311,0.0505463,0.14836
LOC100505841,0,0,0,0,0,0
LOC100505865,1.40828,1.8314,1.51868,1.95939,1.42702,2.1577
LOC100505875,0.224687,0.370862,0.111054,0,0.341514,0.111376
LOC100505876,4.55317,5.78516,5.67375,10.0158,11.9551,11.1983
LOC100505912,0.266185,0.146453,0,0.581981,0,0.131947
LOC100505918,0,0,0.0802024,0,0.0411064,0
LOC100505933,0.337156,0.371,0.249965,0.73715,0.427052,0.334254
LOC100505964,0,0,0,0,0,0
LOC100505978,0,0,0,0.150344,0,0.545376
LOC100505989,0.342018,0.342137,0.706922,0.40788,0.66163,0.554849
LOC100506013,0,0,0.0747892,0.0413539,0,0.0750062
LOC100506023,0.838194,0.590294,0.812004,0.678066,0.730437,0.664785
LOC100506025,0,0.106845,0.0959838,0.106146,0,0.0481311
LOC100506035,0,0.0539707,0,0,0.0496998,0
LOC100506050,0.101328,0.0371664,0,0.147694,0,0.0669705
LOC100506054,3.78245,4.87545,3.50978,4.25664,3.36879,4.71812
LOC100506060,3.49589,3.84681,3.98743,4.17444,4.68687,3.62576
LOC100506071,0.812404,1.34093,1.10424,0.444056,0.514508,0.402706
LOC100506082,1.11086,0,0.366036,0.404792,1.12564,0.367099
LOC100506083,1.2887,1.73319,1.91087,1.56533,1.2333,1.20663
LOC100506085,0.174516,0.16803,0.323463,0.190779,0.0442096,0.194641
LOC100506100,1.9463,0.803128,2.64545,2.65959,3.69787,2.17074
LOC100506122,0,0,0,0,0,0
LOC100506123,0.721857,1.15537,1.26497,0.789126,1.06394,1.23611
LOC100506124,0.58696,1.14823,0.580225,0.998136,1.05737,0.775878
LOC100506134,0,0.205052,0,0,0,0
LOC100506136,0,0.290818,0,0,0.133902,0.19651
LOC100506172,0,0,0,0,0,0.0799988
LOC100506178,0,0,0.040227,0.177945,0.247412,0.0806875
LOC100506190,6.20724,5.37042,6.93229,8.33967,8.11436,7.89193
LOC100506195,0,0.0392854,0,0,0.0361766,0
LOC100506207,0.813623,0.203984,0.424759,0.521966,0.946058,0.891728
LOC100506229,0,0,0,0,0,0
LOC100506233,4.44128,6.16201,4.77209,5.48845,6.26139,3.25444
LOC100506241,0.920384,0.75958,0.227456,0.880384,0.932629,0.912463
LOC100506274,0,0.138725,0,0,0,0
LOC100506305,0.200847,0.294678,0.794169,0.292752,0.407038,0.199118
LOC100506314,0.412657,0.259474,0.233098,0.128889,0.0597353,0.0584436
LOC100506321,3.27925,4.04143,4.4086,5.01877,2.79121,3.64115
LOC100506343,0.235443,0.725417,0.480934,1.06355,0.985834,0.93367
LOC100506368,0.0902366,0.397179,0.178402,0.295937,0.365748,0.4473
